_gram-helpText_	TIME_PAST	Alle Vergangenheitsformen (aß, habe gegessen, war geschwommen)
_gram-name_	TIME_PRESENT	Gegenwartsformen
_gram-path_	TIME_PRESENT	Verben > Zeiten > Gegenwartsformen
_gram-helpText_	TIME_PRESENT	Alle Gegenwartsformen (schlafen, hörst, lies!)
_gram-name_	VERBCONST_GOING_TO	VERBCONST_GOING_TO
_gram-path_	VERBCONST_GOING_TO	VERBCONST_GOING_TO
_gram-helpText_	VERBCONST_GOING_TO	<INSERT_HELP_TEXT>
_gram-name_	VERBCONST_USED_TO	VERBCONST_USED_TO
_gram-path_	VERBCONST_USED_TO	VERBCONST_USED_TO
_gram-helpText_	VERBCONST_USED_TO	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_AUXILIARIES_BE_DO_HAVE	VERBFORM_AUXILIARIES_BE_DO_HAVE
_gram-path_	VERBFORM_AUXILIARIES_BE_DO_HAVE	VERBFORM_AUXILIARIES_BE_DO_HAVE
_gram-helpText_	VERBFORM_AUXILIARIES_BE_DO_HAVE	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_COPULAR	VERBFORM_COPULAR
_gram-path_	VERBFORM_COPULAR	VERBFORM_COPULAR
_gram-helpText_	VERBFORM_COPULAR	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_EMPATHIC_DO	VERBFORM_EMPATHIC_DO
_gram-path_	VERBFORM_EMPATHIC_DO	VERBFORM_EMPATHIC_DO
_gram-helpText_	VERBFORM_EMPATHIC_DO	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_INFINITIVE	Infinitive
_gram-path_	VERBFORM_INFINITIVE	Verbformen > Infinitive
_gram-helpText_	VERBFORM_INFINITIVE	helfen, lachen
_gram-name_	VERBFORM_ING	VERBFORM_ING
_gram-path_	VERBFORM_ING	VERBFORM_ING
_gram-helpText_	VERBFORM_ING	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_LONG	VERBFORM_LONG
_gram-path_	VERBFORM_LONG	VERBFORM_LONG
_gram-helpText_	VERBFORM_LONG	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_PARTICIPLE	Partizipien
_gram-path_	VERBFORM_PARTICIPLE	Verbformen > Partizipien
_gram-helpText_	VERBFORM_PARTICIPLE	laufend, bellend, gebacken, gekauft
_gram-name_	VERBFORM_PARTICIPLE_1	VERBFORM_PARTICIPLE_1
_gram-path_	VERBFORM_PARTICIPLE_1	VERBFORM_PARTICIPLE_1
_gram-helpText_	VERBFORM_PARTICIPLE_1	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_PARTICIPLE_2	VERBFORM_PARTICIPLE_2
_gram-path_	VERBFORM_PARTICIPLE_2	VERBFORM_PARTICIPLE_2
_gram-helpText_	VERBFORM_PARTICIPLE_2	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_SHORT	VERBFORM_SHORT
_gram-path_	VERBFORM_SHORT	VERBFORM_SHORT
_gram-helpText_	VERBFORM_SHORT	<INSERT_HELP_TEXT>
_gram-name_	VERBFORM_TO_INFINITIVE	zu-Infinitive
_gram-path_	VERBFORM_TO_INFINITIVE	Verbformen > zu-Infinitive
_gram-helpText_	VERBFORM_TO_INFINITIVE	zu helfen, zu lachen
_gram-name_	VERBS_IRREGULAR	VERBS_IRREGULAR
_gram-path_	VERBS_IRREGULAR	VERBS_IRREGULAR
_gram-helpText_	VERBS_IRREGULAR	<INSERT_HELP_TEXT>
_gram-name_	VERBS_PHRASAL	VERBS_PHRASAL
_gram-path_	VERBS_PHRASAL	VERBS_PHRASAL
_gram-helpText_	VERBS_PHRASAL	<INSERT_HELP_TEXT>
_gram-name_	VERBS_REGULAR	VERBS_REGULAR
_gram-path_	VERBS_REGULAR	VERBS_REGULAR
_gram-helpText_	VERBS_REGULAR	<INSERT_HELP_TEXT>
_gram-name_	VERBTYP_AUXILIARIES	Hilfsverben
_gram-path_	VERBTYP_AUXILIARIES	Verben > Verbtypen > Hilfsverben
_gram-helpText_	VERBTYP_AUXILIARIES	sein, haben
_gram-name_	VERBTYP_MAIN	Vollverben
_gram-path_	VERBTYP_MAIN	Verben > Verbtypen > Vollverben
_gram-helpText_	VERBTYP_MAIN	gehen, sprechen
_gram-name_	VERBTYP_MODAL	Modalverben
_gram-path_	VERBTYP_MODAL	Verben > Verbtypen > Modalverben
_gram-helpText_	VERBTYP_MODAL	können, müssen, wollen
_gram-name_	VERB_BRACKETS	Besetzte Satzklammer
_gram-path_	VERB_BRACKETS	Satzklammer > Besetzte Satzklammer
_gram-helpText_	VERB_BRACKETS	Ich habe die Ärztin gesehen.
_gram-name_	VERB_CLUSTER	Verbalkomplex
_gram-path_	VERB_CLUSTER	Satzklammer > Verbalkomplex
_gram-helpText_	VERB_CLUSTER	zu helfen gefragt worden sein
